20231000148,陈瑾航,15983574075,80.00,79.00,86.00,70.00,60.00,80.00,77.50
20231002142,杨文静,15983574084,86.00,90.00,76.00,98.00,74.00,70.00,77.40
20231000468,齐晓雨,13997444161,71.00,69.00,92.00,74.00,97.00,74.00,77.30
20231001612,李具龙,13997444175,92.00,73.00,62.00,93.00,77.00,75.00,77.20
20231002230,朱岳涛,18999441425,64.00,98.00,61.00,73.00,94.00,76.00,77.00
20221004383,迪力扎提·依拉衣木,18999441414,85.00,92.00,72.00,72.00,87.00,72.00,76.80
20231004641,白效通,13997444191,71.00,60.00,77.00,72.00,75.00,82.00,76.50
20231000885,李昆展,13997444167,88.00,63.00,77.00,89.00,62.00,77.00,76.40
20231002721,胡喆皓,15983574063,96.00,76.00,67.00,76.00,88.00,72.00,76.30
20231000470,鄢宇廷,15983574076,98.00,79.00,65.00,81.00,97.00,66.00,75.00
20231000716,刘祥,15983574053,95.00,63.00,83.00,94.00,91.00,64.00,74.60
20231004301,骆子兴,18999441431,74.00,100.00,80.00,91.00,84.00,63.00,74.40
20231003972,田云涛,13997444185,94.00,79.00,75.00,86.00,67.00,68.00,74.10
20231004386,吴耀文,18999441432,70.00,94.00,70.00,64.00,65.00,75.00,73.80
20231003846,余悦,18999441429,81.00,72.00,91.00,74.00,68.00,70.00,73.60
20231003080,戴雨熙,18999441428,78.00,84.00,84.00,80.00,95.00,62.00,73.10
20231004213,敖扬洋,15983574072,99.00,75.00,76.00,94.00,73.00,62.00,72.70
20231004205,钟城汐,15983574071,62.00,77.00,74.00,83.00,84.00,68.00,72.00
20231002776,李映泉,15983574064,92.00,72.00,89.00,60.00,86.00,64.00,71.90
20231001299,王晓宇,15983574058,62.00,73.00,60.00,62.00,93.00,73.00,71.50
20231000994,张中北,18999441420,67.00,62.00,63.00,83.00,74.00,73.00,71.40
20231003046,旦增江巴,18999441427,74.00,91.00,83.00,65.00,60.00,68.00,71.30
20231004485,俞钦洋,13997444187,86.00,82.00,73.00,74.00,67.00,66.00,71.20
20231003206,梁得荣,15983574088,97.00,64.00,67.00,69.00,71.00,68.00,70.80
20231000878,杨晋春,15983574081,90.00,68.00,86.00,71.00,86.00,60.00,70.10
20231000889,牛炜涛,18999441419,81.00,73.00,73.00,63.00,95.00,63.00,70.00
20231003215,李强,13997444183,72.00,88.00,63.00,63.00,66.00,64.00,67.20
